3K697,新加坡捷星亚洲航空公司,2020/01/12 09:30:00,2020/01/12 10:21:00,新加坡樟宜,2020/01/12 13:35:00,2020/01/12 13:51:00,香港,到达
3K698,新加坡捷星亚洲航空公司,2020/01/12 14:25:00,2020/01/12 15:06:00,香港,2020/01/12 18:25:00,2020/01/12 18:55:00,新加坡樟宜,到达
3K722,新加坡捷星亚洲航空公司,2020/01/12 17:10:00,2020/01/12 17:30:00,关西,2020/01/12 19:25:00,2020/01/12 19:35:00,台北桃园,到达
3K722,新加坡捷星亚洲航空公司,2020/01/12 17:10:00,2020/01/12 17:30:00,关西,2020/01/13 01:05:00,2020/01/13 01:45:00,新加坡樟宜,到达
3K722,新加坡捷星亚洲航空公司,2020/01/12 20:20:00,2020/01/12 21:21:00,台北桃园,2020/01/13 01:05:00,2020/01/13 01:46:00,新加坡樟宜,到达
3U2003,华夏航空有限公司,2020/01/12 20:10:00,2020/01/12 20:19:00,贵阳龙洞堡,2020/01/12 21:05:00,2020/01/12 21:08:00,兴义万峰林,到达
3U2004,华夏航空有限公司,2020/01/12 18:40:00,2020/01/12 20:15:00,兴义万峰林,2020/01/12 19:30:00,2020/01/12 21:15:00,贵阳龙洞堡,到达
3U2012,华夏航空有限公司,2020/01/12 06:00:00,2020/01/12 06:53:00,郑州新郑,2020/01/12 07:55:00,2020/01/12 08:29:00,重庆江北,到达
3U2013,华夏航空有限公司,2020/01/12 08:05:00,2020/01/12 08:11:00,重庆江北,2020/01/12 09:50:00,2020/01/12 09:39:00,固原六盘山,到达
3U2013,华夏航空有限公司,2020/01/12 08:05:00,2020/01/12 08:11:00,重庆江北,2020/01/12 11:25:00,2020/01/12 11:14:00,银川河东,到达
3U2013,华夏航空有限公司,2020/01/12 10:35:00,2020/01/12 10:31:00,固原六盘山,2020/01/12 11:25:00,2020/01/12 11:14:00,银川河东,到达
3U2014,华夏航空有限公司,2020/01/12 21:20:00,2020/01/12 21:33:00,银川河东,2020/01/12 22:10:00,2020/01/12 22:13:00,固原六盘山,到达
3U2014,华夏航空有限公司,2020/01/12 21:20:00,2020/01/12 21:33:00,银川河东,2020/01/13 00:35:00,2020/01/13 00:13:00,重庆江北,到达
3U2014,华夏航空有限公司,2020/01/12 22:55:00,2020/01/12 22:53:00,固原六盘山,2020/01/13 00:35:00,2020/01/13 00:13:00,重庆江北,到达
3U2017,华夏航空有限公司,2020/01/12 19:05:00,2020/01/12 19:02:00,重庆江北,2020/01/12 20:00:00,2020/01/12 19:51:00,重庆巫山,到达
3U2018,华夏航空有限公司,2020/01/12 21:00:00,2020/01/12 20:48:00,重庆巫山,2020/01/12 22:05:00,2020/01/12 21:43:00,重庆江北,到达
3U2029,华夏航空有限公司,2020/01/12 16:25:00,2020/01/12 17:01:00,昆明长水,2020/01/12 17:30:00,2020/01/12 17:45:00,西双版纳嘎洒,到达
3U2030,华夏航空有限公司,2020/01/12 14:00:00,2020/01/12 14:29:00,西双版纳嘎洒,2020/01/12 15:20:00,2020/01/12 15:25:00,昆明长水,到达
3U2031,华夏航空有限公司,2020/01/12 06:35:00,2020/01/12 06:44:00,重庆江北,2020/01/12 08:55:00,2020/01/12 08:46:00,日照山字河,到达
3U2031,华夏航空有限公司,2020/01/12 06:35:00,2020/01/12 06:44:00,重庆江北,2020/01/12 11:20:00,2020/01/12 11:44:00,沈阳桃仙,到达
3U2031,华夏航空有限公司,2020/01/12 09:45:00,2020/01/12 10:06:00,日照山字河,2020/01/12 11:20:00,2020/01/12 11:44:00,沈阳桃仙,到达
3U2032,华夏航空有限公司,2020/01/12 12:20:00,2020/01/12 12:47:00,沈阳桃仙,2020/01/12 14:05:00,2020/01/12 14:13:00,日照山字河,到达
3U2032,华夏航空有限公司,2020/01/12 12:20:00,2020/01/12 12:47:00,沈阳桃仙,2020/01/12 17:40:00,2020/01/12 18:56:00,重庆江北,到达
3U2032,华夏航空有限公司,2020/01/12 14:55:00,2020/01/12 16:23:00,日照山字河,2020/01/12 17:40:00,2020/01/12 18:56:00,重庆江北,到达
3U5003,中国东方航空股份有限公司,2020/01/12 07:30:00,2020/01/12 07:37:00,西安咸阳,2020/01/12 10:00:00,2020/01/12 09:45:00,沈阳桃仙,到达
3U5004,中国东方航空股份有限公司,2020/01/12 10:50:00,2020/01/12 11:01:00,沈阳桃仙,2020/01/12 14:15:00,2020/01/12 13:47:00,西安咸阳,到达
3U5007,中国东方航空股份有限公司,2020/01/12 15:25:00,2020/01/12 15:54:00,西安咸阳,2020/01/12 18:00:00,2020/01/12 17:34:00,昆明长水,到达
3U5008,中国东方航空股份有限公司,2020/01/12 19:10:00,2020/01/12 19:07:00,昆明长水,2020/01/12 21:35:00,2020/01/12 21:01:00,西安咸阳,到达
3U5009,中国东方航空股份有限公司,2020/01/12 12:05:00,2020/01/12 12:09:00,上海虹桥,2020/01/12 15:35:00,2020/01/12 15:11:00,成都双流,到达
3U5010,中国东方航空股份有限公司,2020/01/12 08:10:00,2020/01/12 08:30:00,成都双流,2020/01/12 10:45:00,2020/01/12 10:43:00,上海虹桥,到达
3U5011,中国东方航空股份有限公司,2020/01/12 16:25:00,2020/01/12 16:45:00,西安咸阳,2020/01/12 18:40:00,2020/01/12 18:52:00,杭州萧山,到达
3U5012,中国东方航空股份有限公司,2020/01/12 19:45:00,2020/01/12 21:07:00,杭州萧山,2020/01/12 22:30:00,2020/01/12 23:11:00,西安咸阳,到达
3U5013,中国东方航空股份有限公司,2020/01/12 18:15:00,2020/01/12 18:46:00,成都双流,2020/01/12 20:20:00,2020/01/12 20:33:00,合肥新桥,到达
3U5014,中国东方航空股份有限公司,2020/01/12 22:35:00,2020/01/13 00:41:00,合肥新桥,2020/01/13 01:15:00,2020/01/13 02:51:00,成都双流,到达
3U5018,中国东方航空股份有限公司,2020/01/12 21:40:00,2020/01/12 21:50:00,重庆江北,2020/01/12 23:15:00,2020/01/12 22:55:00,西安咸阳,到达
3U5021,中国东方航空股份有限公司,2020/01/12 16:10:00,2020/01/12 18:10:00,西安咸阳,2020/01/12 18:50:00,2020/01/12 20:08:00,温州龙湾,到达
3U5024,中国东方航空股份有限公司,2020/01/12 22:40:00,2020/01/12 22:42:00,昆明长水,2020/01/13 00:55:00,2020/01/13 00:40:00,西安咸阳,到达
3U5027,中国东方航空股份有限公司,2020/01/12 07:55:00,2020/01/12 08:11:00,西安咸阳,2020/01/12 09:45:00,2020/01/12 09:50:00,南京禄口,到达
3U5030,中国东方航空股份有限公司,2020/01/12 21:15:00,2020/01/12 22:40:00,西安咸阳,2020/01/12 23:45:00,2020/01/13 00:45:00,温州龙湾,到达
3U5031,中国东方航空股份有限公司,2020/01/12 06:10:00,2020/01/12 06:10:00,青岛流亭,2020/01/12 08:20:00,2020/01/12 08:09:00,西安咸阳,到达
3U5032,中国东方航空股份有限公司,2020/01/12 09:25:00,2020/01/12 09:26:00,西安咸阳,2020/01/12 11:45:00,2020/01/12 11:21:00,青岛流亭,到达
