name	area	block	address	sale_num	build_year	mid_price	image	url	all_num
海景国际公寓	碑林区	环城南路	兴庆北路219号	19	2011年	9100	https://pic1.ajkimg.com/display/ajk/4e2e1479c6a8d58c83615949b67dc538/180x135c.jpg	https://m.anjuke.com/xa/community/274488/	352户
高速集团家属院	碑林区	文艺路	文艺路,近友谊东路	13	2006年	13320	https://pic1.ajkimg.com/display/ajk/5b04117383ba8f31c0f8b6e441a98ba4/180x135c.jpg	https://m.anjuke.com/xa/community/335348/	238户
西宝花园	碑林区	南门	振兴路84号	8	2006年	13242	https://pic1.ajkimg.com/display/ajk/fd6458acfd801c3ad6450e266de4b23f/180x135c.jpg	https://m.anjuke.com/xa/community/291439/	290户
太白馨苑	碑林区	边家村	太白北路31号	3	2009年	11692	https://pic1.ajkimg.com/display/ajk/df05690a22925135e14c197b35b4a076/180x135c.jpg	https://m.anjuke.com/xa/community/658352/	1954户
建行家属院(大学东路)	碑林区	红缨路	大学东路138号	20	2015年	10851	https://pic1.ajkimg.com/display/ajk/d68f2127bf99d81e1089288ad2214463/180x135c.jpg	https://m.anjuke.com/xa/community/592448/	341户
天宝国际	碑林区	西安交通大学	太乙路	12		13068	https://pic1.ajkimg.com/display/ajk/581c4b33f18300a2ee5cbeaee7a68b27/180x135c.jpg	https://m.anjuke.com/xa/community/469940/	842户
红缨花园	碑林区	红缨路	红缨路49号	9	2010年	14130	https://pic1.ajkimg.com/display/ajk/af19c0e911b19a5834d7a9143015f18c/180x135c.jpg	https://m.anjuke.com/xa/community/314982/	906户
中国新时代小区	碑林区	李家村	友谊东路	22		14347	https://pic1.ajkimg.com/display/ajk/189868786a0a9c54573949f0107f490d/180x135c.jpg	https://m.anjuke.com/xa/community/307212/	1026户
和平小区	碑林区	环城南路	文艺南路246号	5	1992年	9900	https://pic1.ajkimg.com/display/ajk/ee9cbc502cede0559cb296910d44cd8d/180x135c.jpg	https://m.anjuke.com/xa/community/314764/	424户
怡兰新主角	碑林区	环城南路	含光路	8	2013年	12909	https://pic1.ajkimg.com/display/ajk/9a4f227230721d887b655561c7d35a8d/180x135c.jpg	https://m.anjuke.com/xa/community/730479/	1208户
金玉人家	碑林区	长乐坊	金花北路	11	2005年	14015	https://pic1.ajkimg.com/display/ajk/14ae6778374cd4fc98b25f459ea4bd2f/180x135c.jpg	https://m.anjuke.com/xa/community/314259/	482户
民航小区(边家村)	碑林区	西工大	白庙路2号	7	1998年	13409	https://pic1.ajkimg.com/display/ajk/e24eb0435ccc58a2fcb8ff33d1e6768c/180x135c.jpg	https://m.anjuke.com/xa/community/315935/	526户
东屿枫舍	碑林区	长乐坊	环东路105号	8	2007年	13514	https://pic1.ajkimg.com/display/ajk/81640ecb7f63e910b5aea4e16f0dcd7d/180x135c.jpg	https://m.anjuke.com/xa/community/274790/	490户
信步闲庭	碑林区	西安交通大学	公园南路36号	19	2005年	13467	https://pic1.ajkimg.com/display/ajk/cca9ddba648d86534c354c33b6ac30b5/180x135c.jpg	https://m.anjuke.com/xa/community/274649/	315户
秦和花苑	碑林区	东关正街	互助路26A号	30	2005年	11482	https://pic1.ajkimg.com/display/ajk/a1cc72a153de9cb4a932a7b02e3117aa/180x135c.jpg	https://m.anjuke.com/xa/community/274928/	248户
城市浩星	碑林区	和平路	环城南路东段58号	2	2009年	7999	https://pic1.ajkimg.com/display/ajk/f444a836e0903a1bae74a8fb038c664c/180x135c.jpg	https://m.anjuke.com/xa/community/274815/	275户
和平路东八至十道巷小区	碑林区	南大街	建国路88号	8	1992年	13018	https://pic1.ajkimg.com/display/ajk/67e730d799e008419b97fa3b47debf0c/180x135c.jpg	https://m.anjuke.com/xa/community/303420/	96户
产寿险保险公司家属院	碑林区	环城南路	环城南路中段64号	26	2011年	10184	https://pic1.ajkimg.com/display/ajk/a3164747df20093aed9c35c552df5ca6/180x135c.jpg	https://m.anjuke.com/xa/community/319779/	168户
新兴翰园	碑林区	西安交通大学	友谊东路6号	12	2003年	12277	https://pic1.ajkimg.com/display/ajk/c96cd31cd58d9d07484ec1384bcdda2a/180x135c.jpg	https://m.anjuke.com/xa/community/275038/	336户
天伦盛世	碑林区	文艺路	友谊东路81号	26	2008年	15974	https://pic1.ajkimg.com/display/ajk/6453f774bbca802982993e75e1bd6ba9/180x135c.jpg	https://m.anjuke.com/xa/community/274682/	654户
民生新世界	碑林区	长乐坊	兴庆路139号	11	2003年	10485	https://pic1.ajkimg.com/display/ajk/0d783920a752a9edd4d66d91b60e2b42/180x135c.jpg	https://m.anjuke.com/xa/community/274652/	304户
世家星苑	碑林区	文艺路	南关正街101号	3	2000年	11071	https://pic1.ajkimg.com/display/ajk/96bb70697c2086786857e157c203cf7e/180x135c.jpg	https://m.anjuke.com/xa/community/299088/	264户
德福巷小区东区	碑林区	东大街	德福巷66号	3	1999年	10934	https://pic1.ajkimg.com/display/ajk/6a318c9c23b25f12c98343c58cd84030/180x135c.jpg	https://m.anjuke.com/xa/community/274612/	360户
自在广场	碑林区	西工大	白沙路1号	3	2005年	14474	https://pic1.ajkimg.com/display/ajk/a55282f0d0da343bd0d70a672451bf4f/180x135c.jpg	https://m.anjuke.com/xa/community/274783/	388户
南苑中央广场	碑林区	友谊西路	南院门20号	3	2006年	19090	https://pic1.ajkimg.com/display/ajk/76c82bbf34698c9cf2df5714b30a3934/180x135c.jpg	https://m.anjuke.com/xa/community/831170/	182户
嘉禾公馆	碑林区	西工大	劳动南路147号	14	2012年	15510	https://pic1.ajkimg.com/display/ajk/144d085caca77ef88e696d7d08cba0bb/180x135c.jpg	https://m.anjuke.com/xa/community/952006/	270户
省药材公司家属院	碑林区	环城南路	索罗巷11号	8	1998年	10867	https://pic1.ajkimg.com/display/ajk/aa7f95d8cbb85f0198434f1e2f4ba68a/180x135c.jpg	https://m.anjuke.com/xa/community/303700/	216户
新兴名园	碑林区	西安交通大学	友谊东路8号	13	2004年	11191	https://pic1.ajkimg.com/display/ajk/d4e3d24eed4b0500940714b2c742c254/180x135c.jpg	https://m.anjuke.com/xa/community/274525/	600户
摩登部落	碑林区	大差市	金花北路8号	3	2003年	10380	https://pic1.ajkimg.com/display/ajk/afff34406427991e89eac3b8841b90bf/180x135c.jpg	https://m.anjuke.com/xa/community/274957/	234户
景润花园	碑林区	李家村	安西街甲字1号	14	2004年	10895	https://pic1.ajkimg.com/display/ajk/309d4456e8f00b84f0d57fb6ce67f26d/180x135c.jpg	https://m.anjuke.com/xa/community/274559/	214户
恒佳格调	碑林区	环城南路	永宁路10号	16	2006年	14912	https://pic1.ajkimg.com/display/ajk/6d505895e101629c7cb66c519424bc5c/180x135c.jpg	https://m.anjuke.com/xa/community/274756/	248户
恒兴文艺广场	碑林区	南稍门	文艺南路2号	17	2015年	12849	https://pic1.ajkimg.com/display/ajk/5d9178053fc80f562b9b2d5cc49ec7d9/180x135c.jpg	https://m.anjuke.com/xa/community/951918/	--
招商局小区	碑林区	东关正街	东关正街70号	22	2000年	9747	https://pic1.ajkimg.com/display/ajk/64da0adce0960ee985baa330533e33c3/180x135c.jpg	https://m.anjuke.com/xa/community/879492/	280户
陕煤集团小区	碑林区	李家村	太乙路	9		12230	https://pic1.ajkimg.com/display/ajk/3d116f9c8415a3cc810537778715212c/180x135c.jpg	https://m.anjuke.com/xa/community/421416/	276户
旺园大厦	碑林区	环城南路	环城南路西段33号	8	2007年	11724	https://pic1.ajkimg.com/display/ajk/f9f82ff89af5767ff40a93bd64f609c0/180x135c.jpg	https://m.anjuke.com/xa/community/299597/	362户
中铁一局李家村西院家属院	碑林区	李家村	友谊西路辅路	8	2002年	13344	https://pic1.ajkimg.com/display/ajk/5d6dcdc6827d1385c1b3c8221d820641/180x135c.jpg	https://m.anjuke.com/xa/community/831238/	549户
风雷小区	碑林区	东大街	院门巷21号	2	2011年	13227	https://pic1.ajkimg.com/display/ajk/429a86afd23acdb895c938a4ad82373c/180x135c.jpg	https://m.anjuke.com/xa/community/315961/	249户
孟家巷小区	碑林区	长乐坊	孟家巷,近环城东路段	5	2002年	8106	https://pic1.ajkimg.com/display/ajk/a646cb1cd2a42bd39d27eba09ea79bf1/180x135c.jpg	https://m.anjuke.com/xa/community/831097/	972户
贝特智能佳园	碑林区	西安交通大学	友谊东路1号	14	2005年	11959	https://pic1.ajkimg.com/display/ajk/0cfb3fe0b01643c4b6ae9c08ef469270/180x135c.jpg	https://m.anjuke.com/xa/community/274517/	132户
伟世佳苑	碑林区	长乐坊	伍道什字东街	14	2000年	10456	https://pic1.ajkimg.com/display/ajk/12a38b76249a3d9c7dfbd1e37feb06c2/180x135c.jpg	https://m.anjuke.com/xa/community/410940/	148户
伞塔路消防队家属院	碑林区	长乐坊	伞塔路	16	2007年	9908	https://pic1.ajkimg.com/display/ajk/1844cda5eae30963c1faab914552d105/180x135c.jpg	https://m.anjuke.com/xa/community/315156/	168户
西藏办小区	碑林区	李家村	建设西路169号	0	2010年	10643	https://pic1.ajkimg.com/display/ajk/ff99b2652f2b12d2657ffeb6a0c070a9/180x135c.jpg	https://m.anjuke.com/xa/community/574963/	2404户
尊域嘉	碑林区	西工大	太白北路	2	2010年	16235	https://pic1.ajkimg.com/display/ajk/b58a07765f20f39a0aa4feb2a426dc06/180x135c.jpg	https://m.anjuke.com/xa/community/831292/	436户
建行家属院(伞塔路)	碑林区	长乐坊	兴庆北路93号	13	2015年	9493	https://pic1.ajkimg.com/display/ajk/9900a7e7484bd8aa11d4192daf07e7c4/180x135c.jpg	https://m.anjuke.com/xa/community/274551/	192户
盛城东星	碑林区	长乐坊	新庆巷,近无名路	18	2014年	14444	https://pic1.ajkimg.com/display/ajk/0a5ab7af47ce3553c0ef8e060f00cd20/180x135c.jpg	https://m.anjuke.com/xa/community/477184/	512户
华龙佳园	碑林区	长乐坊	长乐坊路22号	7	2005年	11553	https://pic1.ajkimg.com/display/ajk/1739d00c2d466c3233ca94a8f17a1d11/180x135c.jpg	https://m.anjuke.com/xa/community/274798/	403户
都市朝阳	碑林区	和平路	长胜街56号	9	2004年	13647	https://pic1.ajkimg.com/display/ajk/602caac33773a8c7d4b6ba7b1253cf0f/180x135c.jpg	https://m.anjuke.com/xa/community/312486/	186户
统计局家属院	碑林区	西安交通大学	安东街51号	6	2015年	10350	https://pic1.ajkimg.com/display/ajk/88e307d4dfe8570131e899ef72170c57/180x135c.jpg	https://m.anjuke.com/xa/community/349361/	84户
帝标大厦	碑林区	长乐坊	柿园路135号	16	2008年	9408	https://pic1.ajkimg.com/display/ajk/2c8736e3967c56751666cf4249056aeb/180x135c.jpg	https://m.anjuke.com/xa/community/995314/	--
海联物业友谊东路小区	碑林区	西安交通大学	友谊东路副23号	7		10196	https://pic1.ajkimg.com/display/ajk/02a4a73f2ef649772e492223e082ae61/180x135c.jpg	https://m.anjuke.com/xa/community/1029856/	84户
民生新村	碑林区	环城南路	兴庆路73号	29	2009年	10698	https://pic1.ajkimg.com/display/ajk/297d992f8b21cdbc511bba62bd11aa6f/180x135c.jpg	https://m.anjuke.com/xa/community/357202/	136户
中国水利水电西北勘测设计研究院福利区	碑林区	南稍门	体育东路9号	1	2015年	10883	https://pic1.ajkimg.com/display/ajk/408eeb69d1adf1382cae9d735761f3ec/180x135c.jpg	https://m.anjuke.com/xa/community/831173/	704户
交大三村	碑林区	西安交通大学	北沙坡路	0	2005年	10492	https://pic1.ajkimg.com/display/ajk/d33357c36c1e3d169a7ce3ed9722336f/180x135c.jpg	https://m.anjuke.com/xa/community/311143/	1716户
优座华城	碑林区	边家村	劳卫路1号	1	2010年	14019	https://pic1.ajkimg.com/display/ajk/bde51032e85ac16558fe52160cdbfe88/180x135c.jpg	https://m.anjuke.com/xa/community/502819/	512户
新艺城大厦	碑林区	文艺路	文艺北路59号	25	2003年	10501	https://pic1.ajkimg.com/display/ajk/40f8b3b7142983461d8828fa7ac82975/180x135c.jpg	https://m.anjuke.com/xa/community/274785/	826户
更新小区(东区)	碑林区	长乐坊	更新街	8	2015年	10964	https://pic1.ajkimg.com/display/ajk/e9a19f21d6137b5f142cdceeacad1dc0/180x135c.jpg	https://m.anjuke.com/xa/community/317698/	420户
陕建一公司家属院	碑林区	边家村	太白路17号	2	1998年	10165	https://pic1.ajkimg.com/display/ajk/aec0d891c218528548936cde8997597e/180x135c.jpg	https://m.anjuke.com/xa/community/274320/	1066户
新旅城上东	碑林区	李家村	雁塔路中段43号	2	2013年	11581	https://pic1.ajkimg.com/display/ajk/7db79fd2a52035b7712850e0d9499e7b/180x135c.jpg	https://m.anjuke.com/xa/community/556366/	1320户
西安热工研究院家属院	碑林区	长乐坊	兴庆路136号	4		8710	https://pic1.ajkimg.com/display/ajk/5b346870b3b5aeb73b1aef4424923a5d/180x135c.jpg	https://m.anjuke.com/xa/community/1062964/	626户
立丰国际公寓	碑林区	西安交通大学	金花南路	3	2005年	11351	https://pic1.ajkimg.com/display/ajk/3d0327891678d5e04821843721895824/180x135c.jpg	https://m.anjuke.com/xa/community/274268/	546户
紫雁朗庭	碑林区	南稍门	振兴路4号	4	2006年	13792	https://pic1.ajkimg.com/display/ajk/42abc7edfa278b3a2f4b687fadb8e0e4/180x135c.jpg	https://m.anjuke.com/xa/community/274332/	280户
东新城市家园	碑林区	环城南路	火炬路	14	2007年	15757	https://pic1.ajkimg.com/display/ajk/49d3317b9e07f43c4a6dd41bd14a3f4f/180x135c.jpg	https://m.anjuke.com/xa/community/275095/	478户
卧龙巷机关小区	碑林区	东关南街	卧龙巷	6	1998年	11224	https://pic1.ajkimg.com/display/ajk/93dc5f4303adf1b8136c75eb18969706/180x135c.jpg	https://m.anjuke.com/xa/community/323175/	245户
哈佛印象	碑林区	李家村	太乙路	0	2016年	14657	https://pic1.ajkimg.com/display/ajk/0f2abcc79efa1392906e9dea367090a3/180x135c.jpg	https://m.anjuke.com/xa/community/398568/	732户
荣民国际公寓	碑林区	南大街	南广济街94号	6	2008年	11997	https://pic1.ajkimg.com/display/ajk/d73c1feabdc8bc490965a99d7ad41cbb/180x135c.jpg	https://m.anjuke.com/xa/community/274890/	392户
陕建三建集团安东街小区	碑林区	李家村	安东街46号	2	2005年	9666	https://pic1.ajkimg.com/display/ajk/ab1da2c23931c1606e24006ad2bee2c8/180x135c.jpg	https://m.anjuke.com/xa/community/951858/	938户
怡兰星空	碑林区	何家村	含光北路3号	0	2006年	12394	https://pic1.ajkimg.com/display/ajk/9309ab81586e617561f4514e7d6fb496/180x135c.jpg	https://m.anjuke.com/xa/community/274499/	748户
海联南区	碑林区	西安交通大学	建东街49号	9	1998年	10092	https://pic1.ajkimg.com/display/ajk/624aa919843df57b8aec6edecc8e571f/180x135c.jpg	https://m.anjuke.com/xa/community/951837/	252户
烟草局家属院	碑林区	东关正街	炮房街26号	11		11426	https://pic1.ajkimg.com/display/ajk/2e314e681d73d948da4a7aedcc1b7c71/180x135c.jpg	https://m.anjuke.com/xa/community/606683/	265户
大新巷小区	碑林区	东关正街	东关南街6号	6	1999年	10189	https://pic1.ajkimg.com/display/ajk/7d882cdfcd15a59cb3060c7ec8f3dfc5/180x135c.jpg	https://m.anjuke.com/xa/community/300589/	1316户
兴庆小区永嘉坊	碑林区	东关正街	兴庆路,近互助路	7		9726	https://pic1.ajkimg.com/display/ajk/ee41fee4a29e3edee668d5230d91707a/180x135c.jpg	https://m.anjuke.com/xa/community/830796/	336户
云峰大厦(碑林)	碑林区	西安交通大学	南二环东段31号	10	2006年	10885	https://pic1.ajkimg.com/display/ajk/6c2051aa6ffd5e6848efa7a487f9acbb/180x135c.jpg	https://m.anjuke.com/xa/community/912720/	868户
克拉上城	碑林区	环城南路	建工路	19	2006年	12590	https://pic1.ajkimg.com/display/ajk/00c393c2453287e7d70ed8af2e2b0fd7/180x135c.jpg	https://m.anjuke.com/xa/community/275061/	380户
军工南苑	碑林区	何家村	含光北路9号	2	2006年	13076	https://pic1.ajkimg.com/display/ajk/46a8191110a87034535c543ae735662b/180x135c.jpg	https://m.anjuke.com/xa/community/316260/	432户
陕建安装集团朱雀佳苑小区	碑林区	红缨路	红缨路20号	2	2015年	13593	https://pic1.ajkimg.com/display/ajk/2492b52f7c5ba19cb41469d161fb7083/180x135c.jpg	https://m.anjuke.com/xa/community/316215/	300户
城市郦景	碑林区	环城南路	环城南路西段48号	2	2004年	13073	https://pic1.ajkimg.com/display/ajk/03b55af3a1f536acf974d73f8f679f94/180x135c.jpg	https://m.anjuke.com/xa/community/274607/	160户
白金广场小区	碑林区	文艺路	文艺南路84号	24	2006年	13209	https://pic1.ajkimg.com/display/ajk/96ee9909e15ec5b6cd25887f35014604/180x135c.jpg	https://m.anjuke.com/xa/community/274448/	168户
朱雀东坊小区	碑林区	南门	振兴路29号	4	2010年	10962	https://pic1.ajkimg.com/display/ajk/efa775f5adeac18509da8f21615aacb9/180x135c.jpg	https://m.anjuke.com/xa/community/420677/	1456户
广济小区	碑林区	南大街	南广济街93号	12		11567	https://pic1.ajkimg.com/display/ajk/06061f215860680b5315c96689149b33/180x135c.jpg	https://m.anjuke.com/xa/community/314078/	1286户
中联颐华苑	碑林区	文艺路	文艺北路	7	2004年	11970	https://pic1.ajkimg.com/display/ajk/cb943fcf83ead5e6c7fff70bccda9b1f/180x135c.jpg	https://m.anjuke.com/xa/community/297335/	367户
陕西省艺术学校家属东区	碑林区	文艺路	建设西路186号	2	2015年	10016	https://pic1.ajkimg.com/display/ajk/b38eff989a33b60719d6c2286864e515/180x135c.jpg	https://m.anjuke.com/xa/community/830029/	60户
东关曹家巷小区	碑林区	西安交通大学	咸宁西路25号	12	1999年	9779	https://pic1.ajkimg.com/display/ajk/50f6982dedb481d241b1f05e3e435e6d/180x135c.jpg	https://m.anjuke.com/xa/community/308893/	210户
东县门47号院	碑林区	南大街	东县门47号	14		10856	https://pic1.ajkimg.com/display/ajk/16fdc593c03f65e2d6817a78c164bcaa/180x135c.jpg	https://m.anjuke.com/xa/community/1062259/	42户
工商银行家属院(互助路)	碑林区	东关正街	互助路8号	23	2015年	9971	https://pic1.ajkimg.com/display/ajk/151bb72bd5eccafe87bd53e8d993ef03/180x135c.jpg	https://m.anjuke.com/xa/community/375745/	36户
中煤航测遥感局家属区	碑林区	文艺路	长胜街78号	4		10454	https://pic1.ajkimg.com/display/ajk/631fd8eb09591e2687a98899adec2bf7/180x135c.jpg	https://m.anjuke.com/xa/community/1062223/	332户
千叶华园	碑林区	西工大	友谊西路446号	2	2005年	19393	https://pic1.ajkimg.com/display/ajk/85cdb5fceff2a1141fc11c103b36d64b/180x135c.jpg	https://m.anjuke.com/xa/community/274840/	193户
电力公司家属院	碑林区	东关正街	环城东路20号	15	2008年	14240	https://pic1.ajkimg.com/display/ajk/dd4187bdbdbb2915419515fded367f74/180x135c.jpg	https://m.anjuke.com/xa/community/879508/	1398户
3538厂家属院	碑林区	环城南路	长安北路	0	2009年	9424	https://pic1.ajkimg.com/display/ajk/968c8254a7910e77ed19724520a7589a/180x135c.jpg	https://m.anjuke.com/xa/community/298020/	434户
信苑	碑林区	边家村	邮电南巷	1	2009年	13697	https://pic1.ajkimg.com/display/ajk/8e1be7e08f32cc3aa8b14860c6652057/180x135c.jpg	https://m.anjuke.com/xa/community/477127/	644户
泛渼大厦	碑林区	南稍门	南关正街1号	0	2004年	9469	https://pic1.ajkimg.com/display/ajk/fcf9c72511ed6e65f1049948e0b07053/180x135c.jpg	https://m.anjuke.com/xa/community/914092/	456户
兴庆花园	碑林区	东关正街	兴庆路98号	4	2009年	10580	https://pic1.ajkimg.com/display/ajk/d476088561e2661e3b9aba058295c9ec/180x135c.jpg	https://m.anjuke.com/xa/community/274705/	232户
兴庆小区	碑林区	环城南路	兴庆西路,近互助路	1	1998年	9214	https://pic1.ajkimg.com/display/ajk/c136f627957591044ad5b8cde2f010b2/180x135c.jpg	https://m.anjuke.com/xa/community/300061/	1154户
东仓门小区	碑林区	大差市	东仓巷,近无名路	6	1999年	10224	https://pic1.ajkimg.com/display/ajk/390c89201d24d490b5fe0517bca7394f/180x135c.jpg	https://m.anjuke.com/xa/community/308919/	295户
天伦御城龙脉刘家庄小区	碑林区	西安交通大学	二环南路东段180号	3		14022	https://pic1.ajkimg.com/display/ajk/92d2a2eba08f678544b8dc90f5db0ced/180x135c.jpg	https://m.anjuke.com/xa/community/830983/	1536户
中国通信建设第二工程局中院住宅区	碑林区	红缨路	邮电北巷24号	13	2015年	12215	https://pic1.ajkimg.com/display/ajk/8b6fb4984bc943d4e0bcd54545d7becc/180x135c.jpg	https://m.anjuke.com/xa/community/831182/	435户
省体育局家属院	碑林区	文艺路	建西街21号	0	2008年	11676	https://pic1.ajkimg.com/display/ajk/42f700d1785d1742fcb40f988a8f2859/180x135c.jpg	https://m.anjuke.com/xa/community/313594/	498户
城市汇	碑林区	红缨路	大学东路72号	1	2011年	11814	https://pic1.ajkimg.com/display/ajk/1f53d89696482fb0f8ee832ac574995d/180x135c.jpg	https://m.anjuke.com/xa/community/274650/	339户
西安话剧院	碑林区	李家村	雁塔北路55号	3		8750	https://pic1.ajkimg.com/display/ajk/a624979b5ce2844bc8f4a01ba5bc8e4b/180x135c.jpg	https://m.anjuke.com/xa/community/1045495/	151户
西安工程大学西家属区	碑林区	环城南路	仁厚庄北路,近光庆路	0	2015年	9957	https://pic1.ajkimg.com/display/ajk/a4b95d1fa82cd9bf6c53528ceaad1972/180x135c.jpg	https://m.anjuke.com/xa/community/830394/	1028户
尚书房	碑林区	太乙路	友谊东路41号	0	2013年	17796	https://pic1.ajkimg.com/display/ajk/c90d0cb3e3fee0251f6cdeac9bb792d2/180x135c.jpg	https://m.anjuke.com/xa/community/830052/	364户
西荷花园	碑林区	太白立交	西何家村15号	1	2009年	9523	https://pic1.ajkimg.com/display/ajk/6c74cb7b47362e74640e66b4aa2b40da/180x135c.jpg	https://m.anjuke.com/xa/community/274644/	1216户
柿园新村	碑林区	长乐坊	柿园路9号	18	2001年	8635	https://pic1.ajkimg.com/display/ajk/9aada8ced7aabdab7298107d4cb4601f/180x135c.jpg	https://m.anjuke.com/xa/community/274894/	148户
芦荡巷小区	碑林区	广济街	南广济街	6	2009年	11254	https://pic1.ajkimg.com/display/ajk/788c9189e77860b1f0be0450826c9d89/180x135c.jpg	https://m.anjuke.com/xa/community/324077/	413户
功德小区	碑林区	太乙路	太乙路182号	11	2002年	10211	https://pic1.ajkimg.com/display/ajk/fa9fe79559bb77b6f70fd2488496c495/180x135c.jpg	https://m.anjuke.com/xa/community/274580/	228户
翠庭大厦	碑林区	西安交通大学	兴庆路中段1号	0		9257	https://pic1.ajkimg.com/display/ajk/85819e61424081222272934d382e46a5/180x135c.jpg	https://m.anjuke.com/xa/community/1044687/	378户
东新村小区	碑林区	文艺路	文艺路	2	1998年	10087	https://pic1.ajkimg.com/display/ajk/3cdca31abcfd2ebeb2b8932f4034028c/180x135c.jpg	https://m.anjuke.com/xa/community/330270/	186户
自考办家属院	碑林区	文艺路	文艺南路	2	1990年	9055	https://pic1.ajkimg.com/display/ajk/ea4f5082d65b0be5d85c612f1f19c2b5/180x135c.jpg	https://m.anjuke.com/xa/community/452120/	126户
兴庆御园小区	碑林区	西安交通大学	皇甫路100号	1		12195	https://pic1.ajkimg.com/display/ajk/e1ada1bc4329ad0f4103abdd09a5863e/180x135c.jpg	https://m.anjuke.com/xa/community/407924/	420户
金茂晓苑	碑林区	长乐坊	新庆巷,近兴庆路	3	2007年	12928	https://pic1.ajkimg.com/display/ajk/b5cb500c9be0b989dcedd333343f42b4/180x135c.jpg	https://m.anjuke.com/xa/community/274778/	368户
新文盛苑	碑林区	李家村	安东街	1		10533	https://pic1.ajkimg.com/display/ajk/6c8c9556fd9ca6706447aa2912765d6a/180x135c.jpg	https://m.anjuke.com/xa/community/830751/	1212户
西勘院	碑林区	南稍门	体育馆东路	0	2015年	10321	https://pic1.ajkimg.com/display/ajk/742369c91512a7dd0d6b32df01808639/180x135c.jpg	https://m.anjuke.com/xa/community/303869/	168户
雁塔路中段鲁家村小区	碑林区	李家村	雁塔北路	1	2015年	10255	https://pic1.ajkimg.com/display/ajk/ef78650598a2de388e5d7d01752a8d30/180x135c.jpg	https://m.anjuke.com/xa/community/830857/	84户
太和广场	碑林区	南大街	东柳巷	1	2009年	10942	https://pic1.ajkimg.com/display/ajk/4abe52a0e88302bc67b8b3f2da524e7b/180x135c.jpg	https://m.anjuke.com/xa/community/951968/	379户
心晴雅苑	碑林区	和平路	雁塔路中段17A号	1	2009年	12868	https://pic1.ajkimg.com/display/ajk/097daa21da22ac484519dd6e285de7f5/180x135c.jpg	https://m.anjuke.com/xa/community/274657/	236户
东豪村小区	碑林区	文艺路	环城南路	2	2007年	10079	https://pic1.ajkimg.com/display/ajk/d39977c3a6f4571826f09dfead9b35a9/180x135c.jpg	https://m.anjuke.com/xa/community/312423/	210户
南广济街小区	碑林区	南大街	南广济街93号	3	2002年	10937	https://pic1.ajkimg.com/display/ajk/80a757451b4916f103694279b7e3dbac/180x135c.jpg	https://m.anjuke.com/xa/community/308258/	248户
华陆经九路小区	碑林区	太乙路	经九路3号	6	1998年	11592	https://pic1.ajkimg.com/display/ajk/7a271607e54d8b2db7c9fc3aa5318006/180x135c.jpg	https://m.anjuke.com/xa/community/315692/	894户
西安市八十八号信箱家属院	碑林区	李家村	建东街2号	1		9138	https://pic1.ajkimg.com/display/ajk/b3fc8b1e70718735be5c4d6fd05019a0/180x135c.jpg	https://m.anjuke.com/xa/community/830436/	626户
榕园公寓	碑林区	南大街	和平路99号	10	1998年	13552	https://pic1.ajkimg.com/display/ajk/d2b64a049863c0688f0ca3b0091d855f/180x135c.jpg	https://m.anjuke.com/xa/community/318741/	104户
中富新村	碑林区	太乙路	建东街	3	2015年	11965	https://pic1.ajkimg.com/display/ajk/758378907b39fa5c092ea4604d413e57/180x135c.jpg	https://m.anjuke.com/xa/community/274589/	204户
省医药公司家属院	碑林区	环城南路	索罗巷77号	9	2003年	10308	https://pic1.ajkimg.com/display/ajk/85f8e5948b09c633723759be0c3247f8/180x135c.jpg	https://m.anjuke.com/xa/community/879462/	784户
中交一公院住宅区	碑林区	大学南路	大学南路4号	1	2015年	18105	https://pic1.ajkimg.com/display/ajk/f898f5182646c8673f75aa3473a90141/180x135c.jpg	https://m.anjuke.com/xa/community/620497/	1141户
明苑花园	碑林区	东关正街	互助路8号	9	2006年	11256	https://pic1.ajkimg.com/display/ajk/61cf33ecf7a6c9fd589f0cd6f15c6271/180x135c.jpg	https://m.anjuke.com/xa/community/274307/	426户
东道主国际公寓	碑林区	东大街	饮马池26号	0	2010年	12397	https://pic1.ajkimg.com/display/ajk/681c18578d4b2a58a6d173912f54a320/180x135c.jpg	https://m.anjuke.com/xa/community/303584/	168户
省疾控中心家属院	碑林区	李家村	建东街3号	6	2004年	14925	https://pic1.ajkimg.com/display/ajk/f4f35f55ba6af93de00f7fb7d749a014/180x135c.jpg	https://m.anjuke.com/xa/community/1036930/	310户
粉巷一号	碑林区	南大街	粉巷西1号	5	2008年	14273	https://pic1.ajkimg.com/display/ajk/4d42389124d5ce32622d5539a540ad7c/180x135c.jpg	https://m.anjuke.com/xa/community/953114/	274户
东关南街小区	碑林区	东关南街	东关南街	0	2002年	9092	https://pic1.ajkimg.com/display/ajk/0b4060444eb14482e0eb871266521832/180x135c.jpg	https://m.anjuke.com/xa/community/299916/	122户
碧水云轩	碑林区	西安交通大学	咸宁路9号	8	2002年	11125	https://pic1.ajkimg.com/display/ajk/7e7f2d2f2e857ef875cc4e7988d81fd4/180x135c.jpg	https://m.anjuke.com/xa/community/274810/	510户
石化小区	碑林区	环城南路	雁塔路中段126号	0	1998年	10751	https://pic1.ajkimg.com/display/ajk/fae2c880429d6ebb3cb7fd36f17e6e0a/180x135c.jpg	https://m.anjuke.com/xa/community/376973/	160户
